,label,path,divide
88,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.307.jpg,train
89,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4789.jpg,train
90,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.761.jpg,train
91,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.230.jpg,train
92,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3886.jpg,train
93,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3901.jpg,train
94,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1353.jpg,train
95,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2172.jpg,train
96,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4707.jpg,train
97,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.157.jpg,train
98,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.240.jpg,train
99,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2342.jpg,train
100,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.352.jpg,train
101,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3944.jpg,train
102,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1026.jpg,train
103,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4574.jpg,train
104,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1787.jpg,train
105,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1450.jpg,train
106,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2925.jpg,train
107,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4284.jpg,train
108,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1648.jpg,train
109,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1372.jpg,train
110,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4515.jpg,train
111,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2049.jpg,train
112,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1573.jpg,train
113,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3585.jpg,train
114,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1837.jpg,train
115,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.540.jpg,train
116,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1864.jpg,train
117,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.969.jpg,train
118,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1239.jpg,train
119,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1358.jpg,train
120,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.278.jpg,train
121,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.967.jpg,train
122,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4693.jpg,train
123,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1969.jpg,train
124,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4396.jpg,train
125,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4020.jpg,train
126,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2601.jpg,train
127,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3441.jpg,train
128,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.86.jpg,train
129,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1060.jpg,train
130,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4279.jpg,train
131,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4674.jpg,train
132,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3216.jpg,train
133,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3258.jpg,train
134,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.853.jpg,train
135,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2773.jpg,train
136,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4354.jpg,train
137,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.224.jpg,train
138,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4543.jpg,train
139,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3770.jpg,train
140,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1245.jpg,train
141,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4037.jpg,train
142,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4939.jpg,train
143,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3419.jpg,train
144,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3038.jpg,train
145,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.289.jpg,train
146,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2329.jpg,train
147,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2466.jpg,train
148,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1536.jpg,train
149,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2343.jpg,train
150,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1291.jpg,train
151,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4066.jpg,train
152,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3412.jpg,train
153,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4161.jpg,train
154,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4038.jpg,train
155,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3763.jpg,train
156,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1265.jpg,train
157,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1431.jpg,train
158,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3567.jpg,train
159,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2972.jpg,train
160,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1734.jpg,train
161,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2413.jpg,train
162,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3728.jpg,train
163,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3569.jpg,train
164,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2108.jpg,train
165,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2099.jpg,train
166,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1590.jpg,train
167,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4110.jpg,train
168,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2217.jpg,train
169,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.259.jpg,train
170,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2531.jpg,train
171,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3071.jpg,train
172,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.835.jpg,train
173,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3833.jpg,train
174,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.147.jpg,train
175,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2096.jpg,train
176,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2416.jpg,train
177,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.694.jpg,train
178,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1824.jpg,train
179,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1054.jpg,train
180,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2682.jpg,train
181,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1302.jpg,train
182,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1244.jpg,train
183,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4545.jpg,train
184,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1061.jpg,train
185,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3017.jpg,train
186,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4256.jpg,train
187,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2109.jpg,train
188,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1180.jpg,train
189,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.481.jpg,train
190,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2623.jpg,train
191,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4578.jpg,train
192,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3874.jpg,train
193,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2436.jpg,train
194,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4691.jpg,train
195,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2347.jpg,train
196,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3580.jpg,train
197,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4806.jpg,train
198,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4274.jpg,train
199,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1910.jpg,train
200,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3158.jpg,train
201,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3149.jpg,train
202,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2712.jpg,train
203,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2085.jpg,train
204,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1405.jpg,train
205,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2143.jpg,train
206,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2863.jpg,train
207,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2019.jpg,train
208,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3732.jpg,train
209,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1562.jpg,train
210,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4350.jpg,train
211,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1416.jpg,train
212,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3665.jpg,train
213,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1114.jpg,train
214,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4462.jpg,train
215,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.673.jpg,train
216,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2277.jpg,train
217,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.808.jpg,train
218,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1151.jpg,train
219,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.611.jpg,train
220,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1826.jpg,train
221,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4663.jpg,train
222,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2884.jpg,train
223,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4276.jpg,train
224,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3615.jpg,train
225,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4117.jpg,train
226,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1698.jpg,train
227,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1318.jpg,train
228,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1782.jpg,train
229,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4024.jpg,train
230,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1636.jpg,train
231,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.610.jpg,train
232,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3745.jpg,train
233,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.337.jpg,train
234,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2029.jpg,train
235,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3701.jpg,train
236,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2637.jpg,train
237,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4022.jpg,train
238,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.774.jpg,train
239,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1833.jpg,train
240,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4549.jpg,train
241,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3142.jpg,train
242,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4014.jpg,train
243,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4224.jpg,train
244,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.959.jpg,train
245,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2694.jpg,train
246,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.17.jpg,train
247,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3451.jpg,train
248,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2426.jpg,train
249,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2698.jpg,train
250,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2439.jpg,train
251,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2876.jpg,train
252,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1784.jpg,train
253,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1334.jpg,train
254,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1563.jpg,train
255,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.183.jpg,train
256,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4748.jpg,train
257,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4231.jpg,train
258,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2123.jpg,train
259,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2440.jpg,train
260,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2055.jpg,train
261,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.990.jpg,train
262,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4963.jpg,train
263,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2294.jpg,train
264,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3796.jpg,train
265,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3552.jpg,train
266,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4730.jpg,train
267,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3185.jpg,train
268,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2696.jpg,train
269,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1043.jpg,train
270,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1331.jpg,train
271,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4421.jpg,train
272,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1004.jpg,train
273,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2017.jpg,train
274,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4178.jpg,train
275,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4210.jpg,train
276,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.698.jpg,train
277,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4659.jpg,train
278,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1529.jpg,train
279,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4091.jpg,train
280,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3059.jpg,train
281,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.768.jpg,train
282,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2066.jpg,train
283,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2072.jpg,train
284,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3382.jpg,train
285,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1050.jpg,train
286,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1659.jpg,train
287,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.300.jpg,train
288,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4005.jpg,train
289,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3025.jpg,train
290,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3416.jpg,train
291,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1776.jpg,train
292,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3122.jpg,train
293,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2844.jpg,train
294,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.253.jpg,train
295,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.685.jpg,train
296,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1742.jpg,train
297,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.104.jpg,train
298,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4559.jpg,train
299,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2351.jpg,train
300,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1129.jpg,train
301,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.552.jpg,train
302,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3514.jpg,train
303,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2755.jpg,train
304,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.424.jpg,train
